Duracion,Longitud,Latitud,Elevacion,PC
0,14.543269,46.053113,285.2,92
6,14.543264,46.052848,285.2,97
11,14.543281,46.052597,285.3,102
21,14.543309,46.052051,285.5,107
31,14.543324,46.051503,285.2,112
46,14.543339,46.050745,286.2,110
63,14.543323,46.049942,289.3,108
67,14.543311,46.049893,289.5,104
68,14.543307,46.049882,289.6,104
78,14.543304,46.049872,289.6,104
79,14.5433,46.049861,289.7,97
85,14.543216,46.049661,290.7,102
89,14.543175,46.049518,291.0,108
93,14.543134,46.049388,290.9,113
95,14.543117,46.049309,290.8,117
103,14.543072,46.049094,290.8,119
104,14.543068,46.049084,290.8,119
114,14.543063,46.049075,290.8,119
115,14.543059,46.049065,290.8,110
122,14.543026,46.048799,290.8,115
126,14.543014,46.048581,291.4,121
129,14.543005,46.048415,292.0,126
133,14.54302,46.048227,292.7,127
143,14.543051,46.047963,293.7,122
146,14.543045,46.047881,294.1,117
148,14.543073,46.047806,294.7,117
157,14.543751,46.047699,293.0,123
165,14.544418,46.047673,290.8,129
182,14.545879,46.047572,291.8,125
199,14.547384,46.047459,290.2,127
218,14.5491,46.047322,289.2,123
236,14.55068,46.047072,290.3,120
255,14.552334,46.046747,288.3,117
270,14.553643,46.046509,288.3,112
290,14.555415,46.046173,287.7,115
310,14.557119,46.045871,285.4,114
335,14.559223,46.045481,286.3,117
341,14.559641,46.045404,286.8,120
346,14.559833,46.045311,286.3,114
347,14.55987,46.045308,286.2,114
354,14.560324,46.045258,285.2,112
358,14.560683,46.045246,285.3,115
361,14.560953,46.045221,285.5,122
373,14.561972,46.045159,286.0,127
392,14.563562,46.04509,285.9,127
409,14.56499,46.045028,285.1,127
427,14.56655,46.044934,282.7,131
446,14.56824,46.044741,283.7,129
456,14.56907,46.044652,283.6,124
474,14.570503,46.044494,283.1,124
492,14.572037,46.044266,282.9,124
501,14.572807,46.044153,282.5,119
522,14.574597,46.043872,282.2,123
523,14.57468,46.043856,282.2,123
529,14.575176,46.043781,282.7,121
539,14.57599,46.043639,283.0,122
546,14.576478,46.043568,282.4,117
553,14.57703,46.043474,280.8,119
557,14.577357,46.043418,281.1,121
574,14.578753,46.043238,283.2,121
590,14.580049,46.043054,281.1,121
601,14.580943,46.042909,281.6,126
621,14.582622,46.042571,280.5,127
637,14.583934,46.042101,281.2,127
646,14.584714,46.041934,282.0,122
655,14.585473,46.041877,281.6,117
676,14.587302,46.041925,280.4,120
685,14.588086,46.041949,279.5,125
702,14.589608,46.041853,280.7,123
720,14.591204,46.041575,280.1,125
736,14.592559,46.041352,278.9,129
753,14.594024,46.041137,280.4,127
770,14.595495,46.040849,279.6,125
776,14.596017,46.040698,279.0,120
789,14.597145,46.040405,279.0,127
790,14.597228,46.040379,279.0,127
797,14.597831,46.040191,279.0,122
808,14.598867,46.040121,277.9,121
813,14.599336,46.040108,277.6,126
819,14.599894,46.040059,277.4,132
834,14.601288,46.04001,278.0,136
847,14.602465,46.040192,278.6,135
850,14.602737,46.040233,278.7,135
858,14.603365,46.040041,278.8,134
860,14.603477,46.039955,278.7,133
877,14.604208,46.039121,278.3,130
888,14.604987,46.038732,279.0,131
903,14.606278,46.038378,278.5,133
916,14.607261,46.037933,278.0,132
927,14.608085,46.037562,278.2,135
934,14.60866,46.037589,278.9,135
939,14.608996,46.037742,279.4,133
945,14.60945,46.037748,280.2,131
960,14.610567,46.037376,286.4,131
968,14.611213,46.037258,290.0,136
973,14.611621,46.037241,293.1,141
987,14.612694,46.037356,300.4,144
990,14.612899,46.037379,301.7,145
993,14.613102,46.037383,301.4,145
1008,14.614152,46.03714,304.3,142
1024,14.615121,46.03675,309.6,145
1036,14.616075,46.036708,305.4,145
1042,14.616566,46.036689,304.7,146
1046,14.616846,46.036617,305.6,147
1057,14.617477,46.036224,308.4,153
1062,14.617772,46.03606,308.2,158
1065,14.617961,46.035991,307.7,161
1073,14.618477,46.035849,309.8,167
1088,14.61946,46.035605,313.9,170
1104,14.620505,46.035471,314.3,173
1108,14.620752,46.035483,315.4,173
1127,14.621809,46.035668,323.5,173
1131,14.622052,46.035657,324.2,173
1149,14.622921,46.035385,325.6,173
1162,14.623487,46.035121,332.4,175
1166,14.623751,46.035083,333.4,175
1171,14.624065,46.035085,333.3,175
1186,14.624876,46.035234,335.0,175
1197,14.625399,46.035397,336.8,175
1198,14.625433,46.035426,337.2,175
1204,14.625271,46.03555,340.8,175
1206,14.625173,46.035503,339.6,175
1215,14.624695,46.035469,338.9,175
1226,14.624091,46.035452,336.0,175
1232,14.624084,46.035609,342.2,176
1244,14.624561,46.035925,355.9,177
1252,14.624853,46.036184,362.9,177
1262,14.625013,46.036344,366.2,174
1272,14.625122,46.03645,368.2,169
1283,14.625287,46.036582,370.1,164
1290,14.625402,46.03666,371.0,159
1304,14.625604,46.036854,374.9,155
1316,14.625762,46.037029,378.6,152
1326,14.625983,46.037142,379.7,147
1338,14.626344,46.037247,379.6,142
1353,14.626829,46.037335,378.3,141
1371,14.627425,46.037338,377.6,138
1385,14.62795,46.037346,379.9,139
1397,14.628383,46.037373,383.6,139
1411,14.628851,46.037434,387.4,137
1430,14.629496,46.037523,389.4,136
1445,14.629969,46.037609,392.3,135
1456,14.630333,46.037684,395.0,135
1470,14.630873,46.037836,400.2,135
1483,14.631116,46.03818,402.5,135
1496,14.631285,46.038582,404.6,132
1506,14.631453,46.038888,407.8,129
1519,14.631779,46.039312,411.2,127
1530,14.632284,46.039457,416.8,130
1537,14.632596,46.039294,421.6,135
1541,14.632695,46.039152,425.2,140
1545,14.632789,46.038988,429.4,144
1551,14.632872,46.038728,435.2,150
1555,14.632916,46.038553,435.0,151
1561,14.633112,46.038348,434.5,154
1572,14.63368,46.038013,439.9,159
1578,14.634043,46.037831,444.9,162
1586,14.634537,46.037862,449.7,166
1589,14.634677,46.037947,450.9,167
1594,14.634972,46.037996,454.9,169
1602,14.635306,46.038211,453.6,171
1604,14.635355,46.03829,451.6,171
1611,14.635738,46.038399,456.1,172
1614,14.635925,46.038371,461.6,172
1622,14.636388,46.03848,467.1,174
1630,14.636676,46.038793,458.9,174
1632,14.636751,46.038862,458.2,174
1643,14.637344,46.039007,463.8,174
1655,14.637977,46.038872,478.0,176
1661,14.638321,46.038805,484.6,176
1665,14.638552,46.038836,485.9,177
1668,14.638692,46.038898,484.8,177
1673,14.638917,46.03905,480.0,178
1680,14.639161,46.039322,472.5,178
1685,14.639399,46.039488,471.0,178
1689,14.639639,46.039592,472.6,178
1695,14.63988,46.039837,469.8,178
1699,14.639964,46.039991,467.0,178
1702,14.640041,46.04006,466.3,176
1707,14.640011,46.040091,465.1,174
1721,14.639851,46.039817,469.9,168
1726,14.639635,46.039606,472.2,165
1729,14.639419,46.039504,470.9,163
1735,14.639055,46.039175,476.5,158
1742,14.638345,46.038856,482.7,153
1744,14.638076,46.038901,477.9,150
1749,14.637386,46.039046,463.1,146
1755,14.636615,46.038816,457.0,141
1761,14.636018,46.038394,462.8,138
1762,14.635877,46.038407,459.0,137
1768,14.635249,46.038216,452.4,135
1772,14.634852,46.038009,452.3,132
1774,14.634609,46.03793,450.1,129
1780,14.633894,46.037899,443.4,129
1781,14.633779,46.037968,441.5,129
1786,14.63322,46.038294,434.8,127
1790,14.632953,46.038658,435.4,124
1797,14.63265,46.039297,422.0,121
1802,14.632005,46.03951,413.4,118
1807,14.631544,46.03914,407.9,119
1809,14.631443,46.038962,407.1,118
1816,14.631191,46.038377,403.1,112
1821,14.631034,46.038014,402.1,112
1828,14.630467,46.03769,395.6,112
1837,14.629373,46.037493,388.7,107
1850,14.627533,46.037297,377.0,109
1852,14.627228,46.037294,375.8,107
1854,14.626904,46.037321,377.3,107
1858,14.626283,46.037235,379.8,107
1862,14.62579,46.037019,378.0,107
1870,14.625137,46.036466,368.5,105
1879,14.62444,46.035783,350.2,104
1882,14.624136,46.035627,343.1,105
1887,14.624032,46.035452,335.8,105
1889,14.624231,46.035469,337.3,104
1894,14.624795,46.035447,338.0,104
1899,14.625296,46.035553,340.8,103
1903,14.625298,46.035384,336.7,104
1910,14.624597,46.035181,334.2,104
1916,14.623768,46.035078,333.4,104
1920,14.623226,46.035243,330.0,104
1927,14.622234,46.03565,325.4,103
1931,14.621597,46.035679,322.9,103
1936,14.620802,46.035537,316.7,104
1940,14.620123,46.035518,314.4,102
1952,14.61818,46.035975,308.4,103
1953,14.618029,46.036017,307.7,103
1961,14.617014,46.036546,306.3,101
1966,14.616292,46.036766,303.0,101
1974,14.615231,46.036787,308.0,107
1983,14.614414,46.037041,305.2,107
1995,14.613444,46.03739,300.7,105
2000,14.613056,46.037443,299.9,105
2011,14.612129,46.037342,295.4,110
2022,14.611081,46.037326,288.7,112
2034,14.609852,46.037609,281.9,107
2040,14.609359,46.037834,279.9,106
2046,14.608907,46.03778,279.3,107
2053,14.608464,46.037568,278.7,112
2055,14.608329,46.037513,278.5,112
2066,14.607737,46.037066,278.1,118
2075,14.60731,46.036652,279.2,123
2093,14.606546,46.035813,280.6,127
2107,14.605817,46.035275,280.3,127
2112,14.605481,46.035138,280.2,127
2118,14.605196,46.034879,280.6,127
2139,14.604846,46.033779,281.5,127
2145,14.604722,46.033489,282.1,127
2159,14.604033,46.032975,282.4,129
2160,14.603993,46.032941,282.5,129
2163,14.603879,46.032864,282.4,128
2168,14.603825,46.032745,282.4,126
2183,14.604323,46.032109,284.3,129
2192,14.604568,46.031683,284.5,132
2203,14.605,46.0312,285.9,132
2212,14.605051,46.030705,284.9,134
2224,14.605428,46.030132,284.4,138
2243,14.606106,46.029289,286.2,142
2262,14.606811,46.028456,288.4,141
2275,14.607153,46.02779,287.9,138
2293,14.607573,46.026842,287.0,135
2314,14.608311,46.025901,287.3,139
2316,14.608383,46.025813,287.4,139
2323,14.60876,46.025591,288.1,140
2337,14.609567,46.025179,291.6,141
2347,14.609969,46.024751,294.0,146
2349,14.610022,46.02465,294.2,148
2362,14.610035,46.023988,292.4,149
2373,14.610237,46.023435,292.4,144
2380,14.610476,46.023076,292.7,139
2401,14.61138,46.022172,294.1,136
2416,14.612227,46.021684,295.6,134
2425,14.612873,46.021486,295.9,132
2436,14.613676,46.021094,294.5,127
2456,14.615051,46.020638,295.8,130
2473,14.616346,46.020413,295.1,129
2487,14.617355,46.019972,295.1,126
2507,14.618688,46.019482,294.0,126
2527,14.619913,46.018984,296.6,131
2544,14.620939,46.018427,296.5,132
2564,14.622167,46.017851,299.0,128
2574,14.622754,46.017565,299.3,128
2579,14.623,46.017406,299.7,129
2584,14.623116,46.017195,299.9,128
2591,14.623494,46.016954,300.8,128
2592,14.623569,46.016945,301.0,128
2599,14.624114,46.016913,301.1,133
2609,14.624912,46.016855,301.3,132
2613,14.625239,46.016898,302.0,133
2626,14.626292,46.017192,303.6,138
2634,14.626915,46.017417,303.4,143
2643,14.62768,46.017681,303.8,144
2647,14.628079,46.017697,303.5,145
2650,14.628377,46.017692,303.5,146
2658,14.629146,46.017789,304.0,149
2669,14.63023,46.017756,307.9,151
2681,14.631229,46.018117,319.3,152
2691,14.632118,46.018243,323.5,151
2712,14.634034,46.018233,327.3,155
2725,14.635073,46.018144,334.9,156
2732,14.635585,46.018152,336.8,158
2737,14.635951,46.018225,337.1,160
2741,14.636252,46.018279,337.5,161
2745,14.636621,46.018273,340.5,160
2756,14.637793,46.018194,345.9,158
2772,14.639221,46.017992,335.2,155
2785,14.640317,46.017744,334.8,155
2805,14.642037,46.01767,339.7,156
2820,14.64325,46.017703,338.4,159
2837,14.644804,46.017583,338.3,160
2853,14.646051,46.017245,336.3,159
2870,14.647234,46.016653,342.6,156
2882,14.64804,46.016103,350.4,156
2885,14.648225,46.016017,354.0,156
2899,14.649159,46.015644,361.6,156
2912,14.649738,46.015024,366.2,153
2927,14.650366,46.014343,360.1,151
2941,14.650809,46.013623,368.3,151
2944,14.650911,46.013468,372.6,151
2952,14.651435,46.013196,370.1,151
2954,14.6516,46.013168,367.2,151
2965,14.652372,46.012797,357.2,151
2975,14.652971,46.012378,354.7,152
2984,14.653131,46.011875,365.7,153
2996,14.653686,46.011262,376.0,154
3009,14.654407,46.010691,383.4,153
3016,14.654713,46.01033,385.8,153
3020,14.654991,46.01017,381.6,153
3022,14.655148,46.010113,378.0,153
3029,14.655503,46.009784,374.2,155
3035,14.655638,46.009424,375.4,156
3050,14.655609,46.008552,376.3,159
3057,14.655552,46.008176,372.5,160
3070,14.65509,46.007634,377.4,159
3083,14.654377,46.007136,379.7,160
3085,14.654278,46.007043,379.9,160
3095,14.653636,46.006614,377.9,161
3101,14.653406,46.006298,377.2,161
3108,14.65344,46.005895,377.4,160
3110,14.653425,46.005798,378.1,159
3118,14.653176,46.005454,384.1,159
3122,14.653113,46.005252,388.1,159
3134,14.653275,46.004622,394.0,157
3145,14.653381,46.004196,394.8,152
3150,14.653399,46.004006,395.8,146
