Duracion,Longitud,Latitud,Elevacion,PC
0,145.66443303599954,-16.747037172317505,23.600000381469727,97
1,145.6644088961184,-16.747044045478106,23.600000381469727,98
2,145.66438173875213,-16.747008841484785,23.600000381469727,100
4,145.6643513124436,-16.746989730745554,23.600000381469727,101
5,145.66431962884963,-16.74699048511684,23.600000381469727,101
6,145.66428962163627,-16.747000375762582,23.600000381469727,101
8,145.66420253366232,-16.747026024386287,23.600000381469727,101
9,145.66416540183127,-16.7470495775342,23.600000381469727,101
15,145.66393540240824,-16.747172875329852,23.600000381469727,104
18,145.66384605132043,-16.74723389558494,23.600000381469727,107
22,145.66366751678288,-16.747311428189278,23.600000381469727,110
27,145.66345788538456,-16.747391559183598,23.600000381469727,113
30,145.6633557099849,-16.747452160343528,23.600000381469727,114
33,145.6632431410253,-16.747521311044693,24,116
34,145.66320936195552,-16.747543439269066,24.399999618530273,116
35,145.66317885182798,-16.7475641425699,25,116
36,145.66314130090177,-16.747585264965892,25.399999618530273,117
37,145.66310509108007,-16.747605968266726,25.799999237060547,117
39,145.66303518600762,-16.747604124248028,25.799999237060547,118
44,145.66286084242165,-16.747657097876072,25.799999237060547,119
51,145.6627592537552,-16.747885085642338,25.799999237060547,120
53,145.6627285759896,-16.74794669263065,25.799999237060547,121
58,145.66260812804103,-16.748097566887736,25.799999237060547,121
62,145.66258063539863,-16.748246178030968,26.399999618530273,121
63,145.6625935435295,-16.74828389659524,26.799999237060547,120
64,145.66258516162634,-16.748327231034636,27.200000762939453,121
65,145.66257627680898,-16.748368721455336,27.600000381469727,121
66,145.66255909390748,-16.748416079208255,28.200000762939453,121
72,145.66246027126908,-16.748685305938125,28.200000762939453,123
79,145.66236589103937,-16.749046817421913,28.200000762939453,126
87,145.66225332207978,-16.749455351382494,28.200000762939453,126
97,145.6621223129332,-16.749984920024872,28.200000762939453,128
98,145.66210286691785,-16.750041414052248,28.200000762939453,127
106,145.66201963461936,-16.750445002689958,28.200000762939453,127
111,145.6619965005666,-16.75068791024387,28.200000762939453,128
113,145.66197395324707,-16.750789247453213,28.600000381469727,129
114,145.661963224411,-16.750842472538352,29,129
115,145.6619534175843,-16.750893015414476,29.399999618530273,129
116,145.66194327548146,-16.7509454023093,29.799999237060547,129
117,145.66193246282637,-16.750995442271233,30.200000762939453,129
119,145.66191075369716,-16.75110331736505,30.200000762939453,129
