Duracion,Longitud,Latitud,Elevacion,PC
0,14.816254,46.062071,238.0,89
3,14.816386,46.062044,238.0,92
4,14.816411,46.062025,239.4,94
5,14.816407,46.061997,239.6,94
8,14.81637,46.061895,239.6,97
10,14.816344,46.061817,239.2,98
16,14.816284,46.061557,238.6,101
17,14.816275,46.06151,238.2,102
22,14.816253,46.061256,237.8,105
27,14.816218,46.061006,238.0,107
34,14.816147,46.060622,237.8,107
40,14.816095,46.060269,237.0,108
41,14.816092,46.060206,236.6,108
44,14.816108,46.06002,236.0,107
47,14.816155,46.059843,236.0,107
49,14.816209,46.059725,235.8,106
53,14.816363,46.059484,235.0,104
59,14.816636,46.059157,235.4,106
61,14.816751,46.059059,235.8,107
62,14.816812,46.059009,236.0,108
65,14.816993,46.058867,235.6,109
70,14.817317,46.058683,236.0,112
71,14.817386,46.058652,236.2,112
76,14.817746,46.058495,236.6,115
77,14.817817,46.058467,236.6,115
81,14.818099,46.058356,236.2,118
85,14.818382,46.058237,235.2,121
86,14.818456,46.058209,235.4,122
88,14.818605,46.058154,236.0,125
91,14.818837,46.058073,236.4,129
94,14.819063,46.057989,235.4,132
97,14.81928,46.057901,236.4,135
101,14.819593,46.057797,236.0,137
104,14.819845,46.057752,235.6,138
108,14.820185,46.057707,235.2,137
114,14.8207,46.057674,234.8,138
115,14.820783,46.057674,234.2,138
120,14.821188,46.05766,234.2,135
122,14.821344,46.057666,234.2,134
129,14.821933,46.057695,234.2,134
137,14.822608,46.057778,234.0,133
141,14.822948,46.057825,234.6,133
147,14.823467,46.057918,233.8,133
153,14.823927,46.058032,233.6,133
154,14.824005,46.058054,233.6,133
160,14.82446,46.058198,232.6,130
163,14.824682,46.058277,232.0,130
170,14.825173,46.058468,233.8,132
171,14.825243,46.058497,234.2,132
175,14.825517,46.058621,234.2,133
178,14.825718,46.058734,234.2,134
181,14.825909,46.058855,234.4,133
184,14.826107,46.058967,235.0,131
186,14.826244,46.059039,234.8,131
190,14.826518,46.059167,234.8,128
192,14.826654,46.059219,234.6,128
193,14.826721,46.059247,234.8,127
197,14.82697,46.059385,235.4,128
