Duracion,Longitud,Latitud,Elevacion,PC
0,15.419623,47.142841,432.6,97
67,15.41963,47.142874,432.6,96
68,15.419633,47.142898,432.6,96
69,15.419632,47.142886,432.6,96
71,15.419653,47.142955,432.6,96
73,15.419631,47.143164,432.6,103
75,15.419524,47.143272,432.6,110
76,15.419461,47.143338,432.6,114
79,15.419259,47.143509,432.6,125
82,15.419099,47.143633,432.6,131
83,15.419041,47.143681,432.6,132
86,15.418992,47.143898,432.6,135
89,15.419039,47.144143,432.6,138
91,15.419048,47.144284,432.6,138
96,15.418947,47.144564,432.6,141
99,15.418878,47.144731,432.6,143
101,15.418817,47.144846,433.2,143
103,15.418759,47.144942,433.2,144
104,15.418743,47.144997,433.6,144
105,15.418712,47.145054,433.6,144
106,15.418683,47.145104,434.0,144
108,15.418619,47.145204,434.6,144
109,15.418588,47.14525,434.6,144
112,15.418507,47.145417,435.2,145
113,15.418461,47.145466,435.6,145
114,15.418422,47.145524,435.6,146
118,15.418291,47.145794,436.0,147
121,15.418143,47.145981,436.2,148
123,15.418045,47.146118,437.0,149
125,15.417968,47.146277,437.2,150
127,15.417902,47.146437,437.6,151
129,15.417821,47.146579,438.6,153
131,15.417737,47.146706,439.0,153
133,15.41766,47.146831,439.2,154
135,15.417588,47.146959,439.6,155
136,15.417557,47.14702,440.0,155
138,15.417461,47.147154,440.6,155
140,15.417377,47.147295,441.2,155
142,15.417315,47.147437,441.6,156
143,15.417279,47.14751,441.6,156
146,15.417168,47.147745,442.6,156
148,15.417096,47.147891,443.2,157
150,15.417036,47.148041,443.6,157
152,15.41698,47.148193,444.6,157
154,15.416915,47.148342,445.2,157
156,15.416846,47.148497,445.6,158
158,15.416781,47.14865,446.2,158
160,15.416708,47.148798,447.0,158
162,15.416623,47.148943,447.2,158
164,15.41654,47.149087,448.0,159
166,15.41646,47.149216,448.2,159
167,15.416423,47.149286,448.6,158
169,15.416361,47.149409,449.2,159
171,15.416298,47.149541,449.6,158
173,15.416224,47.149677,450.2,158
175,15.416156,47.14981,451.2,159
177,15.416093,47.14995,451.6,159
178,15.416065,47.150012,452.0,159
180,15.416023,47.150145,452.6,159
182,15.415995,47.150277,453.2,160
183,15.415999,47.150346,453.6,159
184,15.415998,47.150419,454.0,159
186,15.41603,47.150559,454.6,159
187,15.416047,47.150626,455.0,159
189,15.416089,47.150749,455.6,159
191,15.416123,47.150873,456.2,159
193,15.416153,47.150999,457.0,159
195,15.416183,47.151132,457.6,160
197,15.416209,47.151274,458.2,160
198,15.416226,47.151346,458.6,160
201,15.416325,47.151567,459.6,161
203,15.41638,47.151703,460.2,161
205,15.416432,47.151842,461.0,162
207,15.41649,47.151977,461.6,162
209,15.416556,47.152107,462.2,162
211,15.416624,47.152243,462.6,162
213,15.41669,47.152379,463.2,163
215,15.416755,47.152506,463.6,163
217,15.416825,47.152623,464.2,162
219,15.416885,47.152744,465.2,163
220,15.416901,47.152808,465.6,162
221,15.416928,47.15287,466.0,162
223,15.416972,47.152997,466.6,163
224,15.416983,47.153047,467.0,163
226,15.417003,47.153166,468.0,164
228,15.417024,47.153289,468.6,164
229,15.417036,47.153353,469.0,164
231,15.417072,47.153475,470.0,165
233,15.417092,47.153598,470.6,165
234,15.417112,47.153662,471.0,165
235,15.417128,47.153724,471.2,165
236,15.417148,47.153785,471.6,165
238,15.417192,47.153903,472.6,165
240,15.417228,47.154021,473.2,165
242,15.417259,47.154137,474.0,165
244,15.41729,47.154256,474.6,164
246,15.417322,47.154371,475.2,164
248,15.417353,47.154486,476.2,164
250,15.41738,47.154599,477.0,165
251,15.417396,47.154653,477.2,165
254,15.417487,47.154799,478.2,164
256,15.417579,47.154888,479.0,165
257,15.417629,47.154931,479.2,165
258,15.41768,47.154973,479.6,165
259,15.417721,47.15502,480.0,164
260,15.417769,47.155061,480.2,164
262,15.417865,47.155144,481.2,165
264,15.417952,47.155218,481.6,165
265,15.417982,47.155256,482.0,165
266,15.418013,47.155291,482.6,165
268,15.418053,47.155363,483.2,165
269,15.418069,47.15539,484.0,166
271,15.418113,47.155435,485.0,166
273,15.418152,47.155479,486.0,166
275,15.418188,47.15552,487.0,167
276,15.418196,47.155547,487.2,167
277,15.418214,47.155568,487.6,167
278,15.418225,47.15559,488.2,167
279,15.418235,47.155603,489.0,167
282,15.418298,47.155665,490.2,167
283,15.418318,47.155691,490.6,167
284,15.418333,47.155715,491.2,167
285,15.418343,47.15573,491.6,167
287,15.418366,47.15578,492.6,167
289,15.418388,47.155841,493.6,167
290,15.418395,47.155869,494.2,168
292,15.418406,47.155936,495.0,167
294,15.418425,47.155991,496.0,168
296,15.418458,47.156043,496.6,168
297,15.418473,47.156063,497.2,168
299,15.418498,47.156098,498.2,168
301,15.418511,47.15612,499.2,168
303,15.418532,47.156145,500.2,169
305,15.418552,47.156196,501.2,169
307,15.418563,47.156238,502.2,168
309,15.418577,47.156273,503.2,167
310,15.418579,47.156284,503.6,167
312,15.418595,47.156321,504.6,169
314,15.418605,47.156368,505.2,169
315,15.418609,47.156387,506.0,169
317,15.418607,47.156432,507.0,169
319,15.418589,47.15646,507.6,169
320,15.418581,47.156483,508.2,169
322,15.418569,47.156504,509.2,169
323,15.418572,47.156518,509.6,169
324,15.418565,47.156531,510.0,169
325,15.418559,47.156549,510.2,169
327,15.418544,47.156601,511.2,169
329,15.418541,47.156639,512.0,169
330,15.418543,47.156667,512.4,170
332,15.418562,47.156692,513.4,170
334,15.418558,47.156734,514.4,170
335,15.418547,47.156755,514.6,169
336,15.418534,47.156768,515.4,170
337,15.418533,47.15679,515.6,170
339,15.41852,47.156824,516.4,170
340,15.418518,47.156834,517.2,170
342,15.418506,47.156856,518.2,170
343,15.418511,47.156873,518.4,170
344,15.418519,47.15689,519.0,170
345,15.418521,47.156903,519.4,170
347,15.41851,47.156935,520.4,170
348,15.418501,47.156945,520.6,169
350,15.41848,47.156975,521.4,170
352,15.418474,47.157002,522.4,170
354,15.418469,47.157029,523.2,170
355,15.418452,47.157037,523.6,170
357,15.418433,47.157059,524.6,170
359,15.418436,47.157116,525.4,170
360,15.418442,47.15714,525.6,170
363,15.418437,47.157189,527.2,170
365,15.41842,47.157228,527.6,170
366,15.418409,47.157255,528.2,170
369,15.418397,47.157311,529.4,170
371,15.4184,47.157315,530.2,170
372,15.418393,47.157328,530.6,170
374,15.418376,47.157395,531.4,170
376,15.418353,47.157481,532.2,171
377,15.418345,47.157512,532.6,171
379,15.418333,47.157567,533.4,171
380,15.418325,47.157589,534.0,171
383,15.418329,47.157668,535.2,171
385,15.418353,47.157702,536.0,171
387,15.418322,47.15775,536.6,171
389,15.418299,47.157788,537.4,171
390,15.418287,47.157812,537.6,171
392,15.418275,47.157857,538.4,171
394,15.418281,47.1579,539.2,171
395,15.418287,47.157927,539.6,171
396,15.418299,47.157942,540.2,170
397,15.418307,47.157961,540.4,171
399,15.418314,47.157999,541.4,171
400,15.418313,47.158018,541.4,171
401,15.4183,47.158048,542.2,171
403,15.418298,47.158107,543.0,170
404,15.418294,47.158136,543.4,171
407,15.418255,47.158229,544.4,171
409,15.418223,47.158292,545.2,171
411,15.41818,47.158336,545.6,171
413,15.418126,47.158368,546.4,171
415,15.418053,47.15837,547.0,171
417,15.417998,47.158391,547.6,171
419,15.417966,47.158441,548.2,170
420,15.417958,47.158461,548.6,170
422,15.417952,47.158496,549.4,170
424,15.417951,47.158537,550.2,170
425,15.417951,47.15855,550.4,170
428,15.417976,47.15864,551.4,170
430,15.418008,47.15869,552.2,171
431,15.418026,47.158707,552.4,172
432,15.418038,47.158737,553.0,172
433,15.418052,47.158763,553.4,171
435,15.418078,47.158829,554.2,172
437,15.418094,47.158891,554.4,171
438,15.418095,47.158909,555.0,171
440,15.418096,47.158954,555.6,171
441,15.418085,47.15898,556.2,171
442,15.418086,47.158997,556.4,171
444,15.418087,47.159037,557.0,171
446,15.41809,47.159068,557.4,171
448,15.418077,47.159105,558.2,171
450,15.41806,47.159126,558.6,171
451,15.418046,47.159142,559.2,171
453,15.418031,47.159161,560.0,171
454,15.418038,47.159178,560.4,171
455,15.418025,47.159189,560.4,171
457,15.418021,47.159212,561.4,171
459,15.418017,47.159246,562.2,172
460,15.418023,47.159273,562.4,172
461,15.418014,47.159291,562.6,172
463,15.418007,47.159311,563.4,171
464,15.418011,47.159327,563.6,172
465,15.418012,47.159346,564.2,172
466,15.418014,47.159366,564.4,172
469,15.417996,47.159429,566.0,172
470,15.417989,47.159459,566.4,173
471,15.417983,47.159467,566.4,173
472,15.417985,47.159479,567.2,173
473,15.417986,47.159492,567.4,173
476,15.417979,47.159552,568.6,172
478,15.417983,47.159593,569.4,172
480,15.418039,47.15966,570.4,173
482,15.418068,47.159698,571.2,173
483,15.418071,47.159711,571.4,172
485,15.418082,47.159728,572.4,173
487,15.4181,47.159743,573.2,173
488,15.418106,47.15975,573.6,173
490,15.418114,47.159755,574.4,173
492,15.418123,47.159763,575.2,173
494,15.418132,47.159773,576.0,173
496,15.418144,47.159785,577.0,173
498,15.41815,47.159802,577.4,174
500,15.41812,47.159869,578.4,173
502,15.418099,47.159945,579.2,173
503,15.4181,47.159967,579.4,173
506,15.418139,47.160016,580.4,173
508,15.418159,47.160057,581.4,173
509,15.418156,47.160081,581.6,173
510,15.418159,47.160104,582.2,173
512,15.418159,47.160157,582.6,173
513,15.418156,47.160177,583.4,173
516,15.418175,47.160237,584.4,173
518,15.418194,47.16028,585.0,172
519,15.418199,47.160308,585.4,172
521,15.418206,47.160351,586.2,172
523,15.418212,47.160392,586.6,172
524,15.418212,47.160412,587.2,172
526,15.418206,47.160449,588.2,172
527,15.418216,47.160466,588.4,172
528,15.418213,47.160479,588.6,172
530,15.418216,47.160514,589.4,172
532,15.418215,47.160557,590.4,173
534,15.418215,47.160595,591.2,172
536,15.4182,47.160624,591.4,173
537,15.41819,47.160649,592.2,173
539,15.418182,47.160682,592.6,173
541,15.41818,47.1607,593.4,172
543,15.418175,47.160718,594.2,172
545,15.418167,47.160749,595.0,173
547,15.418163,47.160793,595.4,172
549,15.418155,47.160852,596.4,173
551,15.418144,47.160905,597.2,173
553,15.418152,47.160943,597.6,172
554,15.418159,47.160963,598.0,173
556,15.418171,47.161016,598.6,172
558,15.418203,47.161069,599.4,172
560,15.418227,47.161118,600.0,173
561,15.418237,47.161137,600.4,173
562,15.418243,47.161152,600.4,172
564,15.418251,47.161201,601.2,172
566,15.418255,47.161245,601.6,172
568,15.418255,47.16128,602.4,172
570,15.418244,47.161302,603.0,173
571,15.418248,47.161316,603.4,172
572,15.41825,47.161328,603.4,172
574,15.418267,47.161359,604.2,172
